Vehicle Class,Coverage,Renew Offer Type,EmploymentStatus,Marital Status,Education,Number of Policies,Monthly Premium Auto,Total Claim Amount,Income,Customer Lifetime Value
Two-Door Car,Basic,Offer1,Employed,Divorced,Bachelor,8.0,74.0,355.2,88723.0,5981.381645
Four-Door Car,Basic,Offer1,Employed,Divorced,Bachelor,7.0,68.0,45.215059,77552.0,5382.752045
Two-Door Car,Premium,Offer2,Medical Leave,Married,Master,2.0,107.0,333.886816,15818.0,12427.39371
Sports Car,Basic,Offer4,Employed,Married,College,1.0,114.0,738.222494,44230.0,4510.194071
Four-Door Car,Premium,Offer2,Employed,Divorced,High School or Below,3.0,101.0,316.111035,95191.0,8024.508444
Four-Door Car,Premium,Offer1,Medical Leave,Married,College,2.0,113.0,807.721213,11854.0,13118.74322
Two-Door Car,Extended,Offer2,Employed,Married,Master,7.0,77.0,43.14147,92895.0,6252.3631
Two-Door Car,Basic,Offer3,Unemployed,Single,College,3.0,61.0,292.8,0.0,4330.799785
Two-Door Car,Basic,Offer1,Unemployed,Married,Bachelor,2.0,63.0,243.208647,0.0,20774.02463
Luxury SUV,Premium,Offer3,Disabled,Married,Bachelor,9.0,273.0,1965.6,15529.0,20725.37773
Sports Car,Basic,Offer2,Employed,Married,College,4.0,109.0,400.181882,62464.0,8658.863813
Four-Door Car,Basic,Offer4,Unemployed,Married,Doctor,1.0,64.0,437.184112,0.0,2510.633216
Four-Door Car,Basic,Offer4,Employed,Married,College,6.0,66.0,316.8,40818.0,5267.848664
Four-Door Car,Basic,Offer2,Employed,Married,College,1.0,67.0,139.963594,24721.0,2620.392335
Four-Door Car,Basic,Offer3,Employed,Married,High School or Below,9.0,73.0,17.375878,76875.0,5890.528762
Two-Door Car,Basic,Offer1,Unemployed,Single,Bachelor,3.0,70.0,336.0,0.0,4633.101259
Two-Door Car,Basic,Offer2,Employed,Married,College,9.0,71.0,60.021023,97607.0,5755.539367
Two-Door Car,Extended,Offer1,Employed,Married,College,1.0,86.0,366.381387,66711.0,3479.260311
Four-Door Car,Basic,Offer1,Employed,Divorced,Doctor,1.0,62.0,67.530904,36631.0,2491.317024
Four-Door Car,Basic,Offer1,Employed,Single,High School or Below,3.0,70.0,307.963291,77493.0,5610.96434
Sports Car,Basic,Offer1,Employed,Single,Master,8.0,116.0,158.077504,37722.0,9075.768214
Four-Door Car,Extended,Offer1,Unemployed,Married,Bachelor,7.0,88.0,422.4,0.0,6307.497245
Four-Door Car,Basic,Offer1,Employed,Married,Bachelor,8.0,74.0,113.801497,41611.0,5973.976904
Two-Door Car,Basic,Offer2,Employed,Married,High School or Below,2.0,71.0,379.029102,92766.0,20096.89337
Four-Door Car,Extended,Offer2,Medical Leave,Married,High School or Below,1.0,96.0,460.8,17162.0,3716.479655
Four-Door Car,Basic,Offer3,Medical Leave,Married,College,1.0,65.0,312.0,17658.0,2511.944048
Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,1.0,62.0,297.6,74624.0,2454.355436
Two-Door Car,Basic,Offer2,Unemployed,Married,High School or Below,7.0,73.0,496.474767,0.0,5325.724541
Two-Door Car,Basic,Offer4,Employed,Single,College,1.0,67.0,321.6,27800.0,2606.186321
Four-Door Car,Extended,Offer2,Employed,Married,College,2.0,80.0,344.767795,45668.0,9701.027271
Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,9.0,62.0,90.569696,36913.0,4938.893241
Four-Door Car,Extended,Offer2,Employed,Married,Master,1.0,92.0,213.225001,60804.0,3679.142115
Two-Door Car,Basic,Offer2,Employed,Married,Bachelor,2.0,61.0,45.463345,72878.0,7094.158873
Four-Door Car,Extended,Offer2,Unemployed,Single,Bachelor,1.0,78.0,845.654042,0.0,2549.450038
Sports Car,Basic,Offer1,Unemployed,Married,Master,2.0,100.0,480.0,0.0,26570.34335
Four-Door Car,Extended,Offer4,Employed,Married,Bachelor,1.0,91.0,73.839514,34986.0,3636.943738
Four-Door Car,Extended,Offer1,Employed,Married,Bachelor,4.0,83.0,398.4,72661.0,6639.328932
SUV,Basic,Offer4,Employed,Married,College,1.0,116.0,556.8,47481.0,4605.87485
SUV,Basic,Offer2,Employed,Married,Master,1.0,103.0,141.199465,77048.0,4191.966092
Four-Door Car,Extended,Offer2,Employed,Married,College,8.0,82.0,393.6,72608.0,6521.368813
Four-Door Car,Premium,Offer2,Employed,Married,College,1.0,107.0,513.6,60475.0,4330.38602
Sports Car,Basic,Offer3,Employed,Married,High School or Below,1.0,114.0,547.2,39053.0,4594.292826
Four-Door Car,Extended,Offer1,Unemployed,Single,Bachelor,5.0,86.0,619.2,0.0,5337.352409
Two-Door Car,Premium,Offer3,Unemployed,Married,High School or Below,1.0,108.0,525.392239,0.0,3920.511337
Two-Door Car,Extended,Offer2,Employed,Married,Bachelor,1.0,82.0,350.325879,46435.0,3245.332058
SUV,Basic,Offer1,Unemployed,Divorced,College,4.0,118.0,566.4,0.0,8714.922135
Luxury SUV,Basic,Offer1,Employed,Married,College,7.0,192.0,878.812468,69841.0,15417.6822
Four-Door Car,Basic,Offer2,Employed,Single,College,2.0,64.0,394.582401,41045.0,7396.719746
Four-Door Car,Basic,Offer1,Medical Leave,Married,Master,2.0,68.0,465.41477,21876.0,7771.158973
Sports Car,Basic,Offer2,Disabled,Divorced,College,3.0,111.0,532.8,21829.0,8579.889155
Sports Car,Basic,Offer1,Medical Leave,Married,College,2.0,102.0,489.6,25370.0,11638.89947
Two-Door Car,Extended,Offer2,Employed,Married,Doctor,5.0,87.0,310.160362,77235.0,7035.763363
Two-Door Car,Basic,Offer2,Employed,Married,High School or Below,2.0,65.0,2.574682,46182.0,7777.201669
Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,1.0,63.0,293.070538,38667.0,2487.649473
Sports Car,Basic,Offer1,Unemployed,Single,High School or Below,1.0,110.0,792.0,0.0,3857.770745
Four-Door Car,Premium,Offer2,Employed,Single,Bachelor,1.0,103.0,494.4,60817.0,3964.730745
Four-Door Car,Extended,Offer1,Disabled,Single,Doctor,1.0,81.0,258.109435,28383.0,3023.887488
Luxury Car,Basic,Offer3,Employed,Married,Bachelor,1.0,185.0,579.467191,37511.0,7098.017093
Four-Door Car,Basic,Offer2,Unemployed,Single,College,1.0,70.0,341.329847,0.0,2430.959055
Four-Door Car,Extended,Offer4,Employed,Married,College,2.0,84.0,224.265232,74001.0,10114.98621
SUV,Basic,Offer1,Employed,Divorced,High School or Below,1.0,109.0,523.2,86001.0,4358.762008
Two-Door Car,Basic,Offer2,Employed,Married,Bachelor,1.0,69.0,331.2,92296.0,2759.978287
Four-Door Car,Basic,Offer3,Employed,Divorced,High School or Below,1.0,73.0,106.267659,78596.0,2949.282616
Two-Door Car,Basic,Offer1,Unemployed,Married,Bachelor,1.0,72.0,345.6,0.0,2554.189234
SUV,Extended,Offer2,Unemployed,Single,Bachelor,8.0,124.0,595.2,0.0,8401.788653
Four-Door Car,Extended,Offer3,Employed,Divorced,High School or Below,6.0,96.0,460.8,46998.0,7484.310483
Four-Door Car,Extended,Offer2,Unemployed,Married,Bachelor,1.0,89.0,491.755368,0.0,3256.766388
Four-Door Car,Extended,Offer1,Employed,Married,College,7.0,79.0,379.2,88663.0,6382.047596
Four-Door Car,Basic,Offer1,Employed,Married,College,7.0,69.0,325.395532,85704.0,5573.10605
Four-Door Car,Basic,Offer2,Employed,Single,Bachelor,1.0,71.0,45.507952,21297.0,2659.980563
Sports Car,Basic,Offer1,Unemployed,Married,High School or Below,7.0,104.0,82.041684,0.0,7341.861257
Four-Door Car,Basic,Offer3,Employed,Single,College,2.0,64.0,307.2,63918.0,12687.15484
Four-Door Car,Basic,Offer4,Employed,Married,College,5.0,63.0,302.4,29256.0,4918.916267
Luxury SUV,Extended,Offer1,Employed,Divorced,Bachelor,1.0,215.0,1032.0,46503.0,8427.172486
SUV,Extended,Offer2,Unemployed,Married,College,1.0,131.0,628.8,0.0,4717.625727
Four-Door Car,Extended,Offer1,Employed,Married,College,2.0,87.0,109.543927,72297.0,10492.97256
Two-Door Car,Basic,Offer1,Unemployed,Single,College,7.0,70.0,524.836298,0.0,4568.819387
Four-Door Car,Extended,Offer1,Employed,Divorced,Bachelor,2.0,80.0,384.0,62421.0,9536.338382
Four-Door Car,Extended,Offer1,Unemployed,Married,High School or Below,2.0,80.0,384.0,0.0,9087.586819
SUV,Basic,Offer2,Unemployed,Single,Bachelor,1.0,102.0,862.762957,0.0,3099.538005
Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,1.0,70.0,336.0,34322.0,2691.70088
Four-Door Car,Premium,Offer1,Employed,Single,Bachelor,2.0,101.0,384.31404,85165.0,20067.40315
Two-Door Car,Basic,Offer1,Employed,Married,Bachelor,8.0,66.0,456.702735,28909.0,5246.278375
Four-Door Car,Extended,Offer4,Employed,Married,Bachelor,3.0,92.0,181.148732,78294.0,7427.845088
Four-Door Car,Basic,Offer2,Employed,Married,College,1.0,63.0,103.607499,44855.0,2466.376803
Two-Door Car,Basic,Offer4,Employed,Married,High School or Below,2.0,66.0,351.877002,95621.0,20474.14563
Four-Door Car,Basic,Offer2,Medical Leave,Single,High School or Below,4.0,73.0,350.4,12430.0,5169.49937
Two-Door Car,Basic,Offer2,Unemployed,Married,Bachelor,1.0,62.0,297.6,0.0,2226.589837
Four-Door Car,Basic,Offer2,Unemployed,Married,High School or Below,2.0,62.0,297.6,0.0,6940.069184
Four-Door Car,Extended,Offer4,Employed,Married,High School or Below,1.0,83.0,167.39959,63583.0,3314.55133
Four-Door Car,Basic,Offer2,Employed,Single,Doctor,3.0,66.0,67.647131,85607.0,5272.518472
Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,8.0,83.0,398.4,44379.0,6529.911496
Two-Door Car,Basic,Offer4,Employed,Married,Bachelor,8.0,74.0,201.327931,69276.0,5797.604861
Four-Door Car,Basic,Offer1,Unemployed,Single,High School or Below,7.0,62.0,675.661163,0.0,4348.139173
SUV,Premium,Offer3,Employed,Married,Master,1.0,195.0,571.663256,28054.0,7771.582097
Four-Door Car,Basic,Offer2,Employed,Married,Doctor,7.0,66.0,309.577946,68931.0,5332.462694
Four-Door Car,Premium,Offer3,Employed,Married,Master,2.0,115.0,552.0,77915.0,32643.07651
Four-Door Car,Extended,Offer3,Employed,Single,College,1.0,77.0,154.907769,75180.0,3038.829992
Four-Door Car,Basic,Offer1,Employed,Married,High School or Below,6.0,71.0,142.932303,79955.0,5733.213979
Luxury Car,Extended,Offer1,Employed,Married,Bachelor,7.0,212.0,1017.6,22497.0,16985.49688
SUV,Basic,Offer3,Unemployed,Single,College,5.0,110.0,792.0,0.0,6863.706694
Four-Door Car,Basic,Offer1,Unemployed,Divorced,Bachelor,7.0,67.0,321.6,0.0,4582.647706
SUV,Extended,Offer1,Unemployed,Single,High School or Below,3.0,136.0,979.2,0.0,9713.156737
Four-Door Car,Basic,Offer1,Employed,Married,College,7.0,74.0,128.643975,35301.0,5874.820212
Four-Door Car,Extended,Offer1,Employed,Single,High School or Below,8.0,76.0,364.8,26876.0,6005.214792
Two-Door Car,Basic,Offer1,Employed,Married,College,9.0,69.0,192.879457,56872.0,5551.394979
Four-Door Car,Extended,Offer4,Employed,Single,Bachelor,2.0,85.0,408.0,67890.0,9942.304791
Four-Door Car,Extended,Offer1,Unemployed,Single,Bachelor,2.0,85.0,408.0,0.0,9408.343519
Luxury SUV,Basic,Offer2,Employed,Married,Master,1.0,186.0,737.442295,81568.0,7583.56435
Two-Door Car,Premium,Offer1,Employed,Married,Master,5.0,106.0,508.8,26680.0,8613.464627
Four-Door Car,Basic,Offer1,Disabled,Married,Bachelor,1.0,67.0,82.811346,28898.0,2531.586761
Four-Door Car,Premium,Offer1,Unemployed,Single,High School or Below,1.0,105.0,756.0,0.0,3728.83013
Four-Door Car,Extended,Offer2,Unemployed,Single,High School or Below,2.0,82.0,590.4,0.0,8509.453945
Four-Door Car,Extended,Offer2,Disabled,Married,High School or Below,1.0,89.0,640.8,19447.0,3336.219942
Two-Door Car,Premium,Offer2,Employed,Married,High School or Below,3.0,111.0,532.8,76184.0,9002.409572
Four-Door Car,Extended,Offer2,Employed,Divorced,College,1.0,88.0,242.254164,68401.0,3455.23067
Four-Door Car,Basic,Offer2,Medical Leave,Single,Bachelor,6.0,61.0,292.8,21137.0,4492.23348
SUV,Basic,Offer2,Disabled,Married,High School or Below,2.0,119.0,571.2,11432.0,13466.92071
Four-Door Car,Extended,Offer4,Employed,Married,College,2.0,78.0,453.073096,43267.0,15673.13621
Four-Door Car,Basic,Offer2,Retired,Married,High School or Below,1.0,69.0,348.278032,21861.0,2633.011837
SUV,Basic,Offer1,Employed,Divorced,Bachelor,7.0,119.0,221.188327,81410.0,9567.711298
Two-Door Car,Extended,Offer1,Unemployed,Divorced,High School or Below,7.0,82.0,445.001296,0.0,5673.840992
SUV,Basic,Offer1,Employed,Married,Bachelor,8.0,114.0,539.843003,33897.0,9080.639651
SUV,Basic,Offer3,Employed,Married,High School or Below,6.0,102.0,204.74051,73466.0,8161.576876
Four-Door Car,Basic,Offer1,Employed,Married,College,3.0,69.0,120.109061,46971.0,5522.769962
Two-Door Car,Basic,Offer1,Employed,Married,College,2.0,68.0,158.041549,92777.0,8146.271602
Sports Car,Basic,Offer1,Employed,Married,Doctor,1.0,112.0,425.423198,52957.0,4530.385427
Four-Door Car,Extended,Offer4,Unemployed,Divorced,Doctor,2.0,97.0,469.229028,0.0,17530.03658
Two-Door Car,Extended,Offer2,Unemployed,Single,High School or Below,1.0,86.0,619.2,0.0,3031.399321
Four-Door Car,Basic,Offer2,Employed,Single,Bachelor,6.0,72.0,471.443077,74015.0,5555.830205
Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,2.0,71.0,101.353875,36523.0,14010.52742
Four-Door Car,Basic,Offer1,Unemployed,Single,High School or Below,1.0,65.0,468.0,0.0,2360.601748
Four-Door Car,Basic,Offer2,Unemployed,Married,College,6.0,72.0,345.6,0.0,5340.810309
Four-Door Car,Basic,Offer2,Unemployed,Divorced,High School or Below,2.0,63.0,685.12694,0.0,16468.22079
Four-Door Car,Extended,Offer2,Employed,Married,College,1.0,88.0,170.106831,76769.0,3560.628183
Luxury SUV,Premium,Offer1,Retired,Divorced,College,8.0,256.0,1228.8,26000.0,17790.40826
Sports Car,Extended,Offer1,Unemployed,Single,Master,9.0,122.0,650.52179,0.0,9031.214859
Luxury SUV,Basic,Offer1,Employed,Married,Bachelor,5.0,188.0,881.360959,48081.0,14895.39798
Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,6.0,63.0,225.558918,78735.0,5064.127663
Two-Door Car,Basic,Offer1,Employed,Married,College,3.0,67.0,326.549425,56835.0,5387.926265
Four-Door Car,Basic,Offer1,Employed,Married,College,3.0,63.0,174.08854,67890.0,5020.473987
Two-Door Car,Basic,Offer4,Employed,Married,Bachelor,2.0,70.0,433.38842,36554.0,8110.536059
Four-Door Car,Extended,Offer2,Employed,Divorced,College,1.0,81.0,207.75186,62873.0,3230.576665
Two-Door Car,Basic,Offer3,Employed,Married,Bachelor,2.0,74.0,358.643521,20346.0,26199.52707
SUV,Extended,Offer3,Unemployed,Married,College,1.0,125.0,539.5622,0.0,3962.825542
Four-Door Car,Basic,Offer1,Medical Leave,Married,College,5.0,73.0,106.814987,18892.0,5575.198201
Two-Door Car,Basic,Offer2,Employed,Married,High School or Below,3.0,66.0,1.332349,60101.0,5260.921627
Four-Door Car,Basic,Offer1,Unemployed,Married,College,1.0,62.0,311.506082,0.0,2220.187426
Two-Door Car,Extended,Offer1,Unemployed,Single,College,2.0,99.0,831.340966,0.0,10175.2441
Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,1.0,74.0,355.2,57248.0,2952.581331
Four-Door Car,Extended,Offer1,Unemployed,Single,College,2.0,94.0,807.168846,0.0,10004.02761
Four-Door Car,Extended,Offer1,Unemployed,Single,College,2.0,77.0,554.4,0.0,18708.75831
Four-Door Car,Extended,Offer2,Employed,Married,Master,1.0,83.0,292.206784,63398.0,3353.381136
Two-Door Car,Extended,Offer4,Medical Leave,Single,College,1.0,86.0,412.8,25630.0,3016.444225
Four-Door Car,Extended,Offer1,Employed,Divorced,High School or Below,6.0,95.0,185.355353,96306.0,7519.133631
Four-Door Car,Basic,Offer1,Employed,Divorced,College,3.0,68.0,326.4,69488.0,5195.824739
SUV,Basic,Offer2,Unemployed,Married,College,7.0,112.0,78.975117,0.0,7736.457821
SUV,Premium,Offer2,Employed,Married,High School or Below,2.0,163.0,983.374985,25561.0,19357.79964
SUV,Extended,Offer1,Unemployed,Single,College,4.0,137.0,657.6,0.0,9490.406534
Two-Door Car,Basic,Offer2,Employed,Married,College,2.0,66.0,78.452298,52774.0,7529.863445
Two-Door Car,Basic,Offer2,Retired,Married,College,1.0,72.0,345.6,14030.0,2719.506996
Four-Door Car,Basic,Offer1,Unemployed,Single,High School or Below,1.0,70.0,504.0,0.0,2458.746211
Two-Door Car,Extended,Offer2,Employed,Single,College,1.0,78.0,452.599718,88362.0,3061.799398
Four-Door Car,Basic,Offer1,Employed,Divorced,Bachelor,4.0,72.0,203.42306,45586.0,5656.203464
Four-Door Car,Basic,Offer1,Unemployed,Single,Bachelor,7.0,63.0,302.4,0.0,4363.1982
Four-Door Car,Extended,Offer2,Employed,Single,High School or Below,2.0,90.0,28.649762,30786.0,10442.43404
Four-Door Car,Basic,Offer3,Employed,Single,College,4.0,67.0,6.395416,46239.0,4946.960039
Four-Door Car,Extended,Offer1,Employed,Divorced,High School or Below,3.0,88.0,134.684555,85412.0,7060.212867
Four-Door Car,Extended,Offer2,Employed,Divorced,College,1.0,90.0,562.426585,29938.0,3478.887023
Four-Door Car,Extended,Offer2,Unemployed,Single,College,2.0,83.0,398.4,0.0,8663.497618
Four-Door Car,Extended,Offer2,Employed,Married,College,1.0,79.0,80.663097,23008.0,3118.981095
Sports Car,Basic,Offer2,Retired,Married,College,1.0,105.0,701.708239,28142.0,3873.647046
Four-Door Car,Basic,Offer1,Employed,Single,High School or Below,1.0,65.0,312.0,49304.0,2570.235172
Four-Door Car,Extended,Offer2,Employed,Married,Master,1.0,81.0,126.509441,72330.0,3242.043926
Four-Door Car,Extended,Offer1,Unemployed,Single,High School or Below,2.0,79.0,568.8,0.0,8152.244431
SUV,Basic,Offer4,Employed,Married,College,2.0,100.0,361.788917,40571.0,15272.79977
Four-Door Car,Basic,Offer1,Unemployed,Single,College,1.0,70.0,425.266308,0.0,2393.915369
Four-Door Car,Extended,Offer1,Unemployed,Divorced,College,2.0,92.0,514.360634,0.0,9747.99401
Four-Door Car,Basic,Offer1,Unemployed,Single,High School or Below,3.0,61.0,616.279356,0.0,4446.738622
Four-Door Car,Premium,Offer1,Employed,Married,College,2.0,102.0,20.405935,90016.0,11785.04181
SUV,Extended,Offer4,Employed,Married,College,7.0,130.0,443.786437,34948.0,10396.53186
SUV,Extended,Offer3,Employed,Married,College,1.0,121.0,580.8,25187.0,4683.443348
Luxury SUV,Extended,Offer1,Employed,Divorced,Master,5.0,213.0,731.559007,54613.0,17029.89338
Two-Door Car,Basic,Offer1,Unemployed,Single,High School or Below,3.0,62.0,446.4,0.0,4551.060479
Four-Door Car,Extended,Offer2,Medical Leave,Married,Doctor,1.0,96.0,291.536748,20101.0,3776.320768
SUV,Basic,Offer3,Employed,Single,College,1.0,115.0,552.0,62977.0,4482.015107
SUV,Basic,Offer1,Employed,Married,Master,2.0,116.0,250.183388,99823.0,14091.19449
SUV,Basic,Offer4,Employed,Single,College,2.0,104.0,499.2,60455.0,32450.39142
Sports Car,Extended,Offer2,Unemployed,Single,Bachelor,3.0,130.0,624.0,0.0,8489.843197
Four-Door Car,Premium,Offer3,Employed,Married,College,3.0,114.0,547.2,34614.0,8954.434101
Four-Door Car,Basic,Offer4,Unemployed,Single,Bachelor,1.0,73.0,376.923839,0.0,2726.834065
SUV,Basic,Offer4,Disabled,Divorced,College,1.0,117.0,561.6,11689.0,4163.79336
Four-Door Car,Basic,Offer1,Employed,Married,College,9.0,67.0,321.6,55350.0,5380.898636
Four-Door Car,Extended,Offer4,Employed,Married,Bachelor,2.0,97.0,465.6,26900.0,22721.24078
Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,1.0,65.0,323.485239,50148.0,2582.862313
Four-Door Car,Extended,Offer4,Employed,Married,Master,1.0,80.0,103.750234,24191.0,3215.196994
SUV,Extended,Offer1,Employed,Single,High School or Below,2.0,124.0,345.211703,48409.0,38496.94701
Four-Door Car,Basic,Offer3,Unemployed,Single,High School or Below,3.0,65.0,655.489027,0.0,4722.237214
SUV,Basic,Offer3,Unemployed,Married,College,1.0,109.0,523.2,0.0,3722.368016
SUV,Basic,Offer2,Disabled,Married,Doctor,8.0,104.0,697.010998,21726.0,7860.086842
Two-Door Car,Basic,Offer2,Retired,Married,College,5.0,66.0,316.8,26802.0,4636.54647
SUV,Basic,Offer2,Employed,Married,College,3.0,109.0,523.2,87544.0,8685.91529
SUV,Basic,Offer4,Employed,Married,High School or Below,3.0,112.0,573.941286,76514.0,9028.307862
Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,1.0,69.0,496.8,29286.0,2727.082424
Luxury SUV,Basic,Offer3,Employed,Single,High School or Below,3.0,192.0,921.6,28262.0,15023.59858
Sports Car,Basic,Offer1,Disabled,Married,Bachelor,1.0,103.0,535.080276,18375.0,3954.344534
Four-Door Car,Basic,Offer3,Employed,Single,Doctor,1.0,74.0,355.2,56502.0,2955.495724
Luxury Car,Premium,Offer3,Employed,Married,Doctor,2.0,268.0,1286.4,45173.0,32613.69038
Four-Door Car,Extended,Offer3,Unemployed,Married,Bachelor,9.0,77.0,369.6,0.0,5677.309793
Four-Door Car,Extended,Offer2,Employed,Divorced,Bachelor,8.0,81.0,271.968707,95025.0,6488.89559
Two-Door Car,Basic,Offer2,Employed,Married,Master,6.0,68.0,165.523154,89205.0,5494.87251
SUV,Extended,Offer1,Unemployed,Single,College,3.0,125.0,988.535078,0.0,9022.08313
Two-Door Car,Basic,Offer2,Employed,Divorced,High School or Below,1.0,69.0,333.189774,45754.0,2685.738737
Two-Door Car,Extended,Offer2,Medical Leave,Married,High School or Below,1.0,87.0,417.6,18168.0,3413.62256
Two-Door Car,Basic,Offer1,Unemployed,Divorced,College,2.0,73.0,350.4,0.0,17497.52201
